"artist","song","won_grammy","explicit","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","duration_sec","weeks_on_chart","peak_position","started_charting","charted_q1","charted_q2","charted_q3","charted_q4"
"Barbra Streisand","Stoney End","No",FALSE,0.503,0.636,0,-13.601,"1",0.052,0.0286,3.27e-06,0.214,0.821,121.039,"4",178.627,18,6,1970,TRUE,FALSE,FALSE,TRUE
"Loverboy","Notorious","No",FALSE,0.43,0.946,2,-7.932,"1",0.0506,0.017,0.000143,0.311,0.545,156.709,"4",279,14,38,1987,FALSE,FALSE,TRUE,TRUE
"ZZ Top","Sharp Dressed Man","No",FALSE,0.592,0.888,5,-4.133,"1",0.0289,0.000998,6e-04,0.0751,0.403,124.947,"4",255.64,9,56,1983,FALSE,FALSE,TRUE,FALSE
"Otis Redding","(Sittin' On) the Dock of the Bay","No",FALSE,0.486,0.312,2,-13.522,"1",0.0533,0.726,1.59e-06,0.0601,0.598,205.917,"4",166.827,16,1,1968,TRUE,TRUE,FALSE,FALSE
"Otis Redding","I Love You More Than Words Can Say","No",FALSE,0.508,0.127,10,-13.953,"1",0.0337,0.779,0,0.0937,0.283,129.676,"3",172.907,3,78,1967,FALSE,TRUE,FALSE,FALSE
"Kenny Loggins","Vox Humana","No",FALSE,0.518,0.86,2,-11.715,"1",0.0587,0.0296,0,0.147,0.641,178.147,"4",250.36,10,29,1985,TRUE,TRUE,FALSE,FALSE
"Kenny Loggins","I'll Be There","No",FALSE,0.792,0.713,1,-11.749,"1",0.0376,0.377,0.00014,0.102,0.866,122.837,"4",243.2,2,88,1985,FALSE,FALSE,FALSE,TRUE
"Kenny Loggins","Forever","No",FALSE,0.535,0.415,3,-11.541,"1",0.0252,0.194,1.4e-05,0.242,0.224,80.75,"4",264.6,22,40,1985,FALSE,TRUE,TRUE,TRUE
"Andy Williams","It's the Most Wonderful Time of the Year","No",FALSE,0.242,0.559,7,-9.548,"1",0.0348,0.845,0,0.279,0.688,203.195,"3",150.2,19,6,2017,TRUE,FALSE,FALSE,TRUE
"Gravediggaz","Diary of a Madman","No",FALSE,0.735,0.684,4,-10.498,"0",0.451,0.348,0,0.369,0.58,91.168,"4",273.8,7,82,1994,FALSE,FALSE,TRUE,FALSE
"P!nk","Walk Me Home","No",FALSE,0.652,0.453,1,-6.119,"1",0.0445,0.0507,0,0.179,0.432,88.039,"3",177.391,20,49,2019,TRUE,TRUE,TRUE,FALSE
"Lit","My Own Worst Enemy","No",TRUE,0.494,0.946,4,-2.757,"1",0.0637,0.00129,0,0.398,0.741,103.408,"4",169.027,20,51,1999,FALSE,TRUE,TRUE,FALSE
"Gin Blossoms","Found Out About You","No",FALSE,0.458,0.925,4,-4.514,"0",0.0463,0.325,0.00044,0.352,0.838,134.06,"4",234.187,34,25,1993,TRUE,TRUE,TRUE,TRUE
"Gin Blossoms","Hey Jealousy","No",FALSE,0.413,0.892,9,-4.77,"1",0.0434,0.126,0.000151,0.444,0.5,150.077,"4",236.213,22,25,1993,FALSE,FALSE,TRUE,TRUE
"Journey","Too Late","No",FALSE,0.507,0.52,11,-7.39,"0",0.0294,0.0519,1.17e-06,0.0842,0.294,126.655,"4",178.267,4,70,1980,TRUE,FALSE,FALSE,FALSE
"Journey","Just the Same Way","No",FALSE,0.422,0.747,2,-7.65,"1",0.0452,0.0997,0,0.0931,0.473,101.348,"4",197.76,8,58,1979,FALSE,TRUE,FALSE,FALSE
"Samantha Fox","Touch Me (I Want Your Body)","No",FALSE,0.665,0.678,9,-9.12,"0",0.0309,0.141,0.000421,0.0676,0.693,104.858,"4",222.667,23,4,1986,TRUE,TRUE,FALSE,TRUE
"Samantha Fox","Nothing's Gonna Stop Me Now","No",FALSE,0.666,0.89,1,-9.528,"1",0.0407,0.159,0.00382999999999999,0.0556,0.938,122.481,"4",222.76,5,80,1987,FALSE,FALSE,FALSE,TRUE
"Samantha Fox","I Only Wanna Be With You","No",FALSE,0.66,0.757,0,-10.016,"1",0.034,0.127,0.00021099999999999,0.0492,0.965,130.496,"4",164.04,13,31,1989,TRUE,TRUE,FALSE,FALSE
"Samantha Fox","I Wanna Have Some Fun","No",FALSE,0.824,0.58,6,-12.356,"1",0.0653,0.00742,0.00246,0.11,0.851,122.874,"4",235.933,23,8,1988,TRUE,TRUE,FALSE,TRUE
"Samantha Fox","Naughty Girls (Need Love Too)","No",FALSE,0.73,0.709,10,-10.332,"0",0.0589,0.0216,0.0184,0.329,0.801,112.66,"4",202.973,27,3,1988,TRUE,TRUE,TRUE,FALSE
"Doug Stone","I Never Knew Love","No",FALSE,0.575,0.332,6,-12.19,"1",0.0311,0.523,0,0.101,0.366,135.01,"4",210.467,9,81,1994,TRUE,FALSE,FALSE,FALSE
"The New Birth","It's Impossible","No",FALSE,0.628,0.375,3,-13.586,"1",0.0291,0.556,0,0.22,0.823,97.209,"3",203.693,9,52,1971,FALSE,FALSE,FALSE,TRUE
"The New Birth","I Can Understand It","No",FALSE,0.771,0.815,8,-10.681,"0",0.0927,0.0669,0,0.0498,0.808,125.11,"4",382.773,13,35,1973,TRUE,TRUE,FALSE,FALSE
"The New Birth","It's Been a Long Time","No",FALSE,0.596,0.622,2,-10.617,"0",0.1,0.487,0,0.538,0.505,126.172,"4",354.04,6,66,1974,TRUE,FALSE,FALSE,FALSE
"The New Birth","Until It's Time For You To Go","No",FALSE,0.505,0.469,5,-12.841,"1",0.0896,0.16,0,0.0862,0.533,97.266,"3",338.44,3,97,1973,FALSE,FALSE,TRUE,FALSE
"James Taylor","Never Die Young","No",FALSE,0.783,0.498,4,-10.446,"1",0.0305,0.61,0.00178,0.196,0.609,123.89,"4",264,5,80,1988,FALSE,TRUE,FALSE,FALSE
"Fugees","Nappy Heads","No",FALSE,0.548,0.753,7,-10.232,"1",0.325,0.00775999999999999,0,0.355,0.513,203.833,"4",269.067,16,49,1994,FALSE,FALSE,TRUE,TRUE
"Conway Twitty","Hello Darlin'","No",FALSE,0.58,0.329,0,-10.4,"1",0.0261,0.796,9.51e-05,0.113,0.42,82.764,"3",147.333,8,60,1970,FALSE,FALSE,TRUE,FALSE
"Willie Nelson","On The Road Again","No",FALSE,0.713,0.743,4,-9.808,"1",0.0412,0.365,0.00318999999999999,0.934,0.872,111.051,"4",152.16,20,20,1980,TRUE,FALSE,TRUE,TRUE
"Exile","Kiss You All Over","No",FALSE,0.723,0.424,0,-10.444,"1",0.0278,0.309,0.0112,0.14,0.532,102.438,"4",214.44,23,1,1978,FALSE,FALSE,TRUE,TRUE
"Brick","Dusic","No",FALSE,0.797,0.799,2,-11.056,"1",0.0415,0.0288,0.558,0.0857,0.961,110.391,"4",342.912,18,18,1977,FALSE,FALSE,TRUE,TRUE
"Heatwave","Boogie Nights","No",FALSE,0.62,0.54,4,-14.636,"0",0.0422,0.349,2.53e-05,0.187,0.759,118.823,"4",303.533,27,2,1977,TRUE,FALSE,TRUE,TRUE
"Brooks & Dunn","Only in America","No",FALSE,0.527,0.903,4,-5.548,"1",0.0399,0.048,0.0104,0.654,0.728,137.721,"4",269.467,20,33,2001,FALSE,FALSE,TRUE,TRUE
"Brooks & Dunn","The Long Goodbye","No",FALSE,0.517,0.564,8,-8.352,"1",0.0295,0.279,6.38e-06,0.0863,0.57,145.426,"4",231.827,20,39,2001,TRUE,TRUE,FALSE,TRUE
"Brooks & Dunn","My Heart Is Lost to You","No",FALSE,0.553,0.748,2,-7.369,"1",0.0539,0.365,7.8e-06,0.179,0.446,125.715,"4",179.373,13,48,2002,FALSE,TRUE,TRUE,FALSE
"Brooks & Dunn","Ain't Nothing 'Bout You","No",FALSE,0.379,0.857,0,-5.373,"1",0.0434,0.216,3.17e-06,0.303,0.72,201.265,"4",201.267,20,25,2001,TRUE,TRUE,TRUE,FALSE
"Brooks & Dunn","Every River","No",FALSE,0.553,0.903,6,-6.131,"1",0.0807,0.132,0.000716,0.422,0.312,124.984,"4",209.027,5,75,2002,TRUE,FALSE,FALSE,TRUE
"Ohio Express","Sweeter Than Sugar","No",FALSE,0.768,0.772,7,-6.321,"1",0.0405,0.0594,0.000786,0.0599,0.964,129.129,"4",124.573,1,96,1969,TRUE,FALSE,FALSE,FALSE
"Ohio Express","Chewy Chewy","No",FALSE,0.742,0.516,0,-8.549,"1",0.0462,0.118,0.000182,0.12,0.871,120.715,"4",158.867,13,15,1968,TRUE,FALSE,FALSE,TRUE
"Ohio Express","Down At Lulu's","No",FALSE,0.727,0.669,7,-8.171,"1",0.052,0.475,0.00202,0.124,0.712,133.819,"4",113.773,9,33,1968,FALSE,FALSE,TRUE,FALSE
"Ohio Express","Sausalito (Is The Place To Go)","No",FALSE,0.719,0.754,2,-8.703,"1",0.0352,0.00504,0.323,0.197,0.966,137.72,"4",137.8,2,86,1969,FALSE,FALSE,TRUE,FALSE
"Ohio Express","Mercy","No",FALSE,0.783,0.904,11,-7.305,"0",0.0642,0.0118,0.0497,0.15,0.961,132.895,"4",143.867,8,30,1969,TRUE,TRUE,FALSE,FALSE
"Barry Manilow","It's a Miracle","No",FALSE,0.757,0.826,8,-8.433,"1",0.0454,0.357,0.000305,0.12,0.912,129.8,"4",239.053,13,12,1975,TRUE,TRUE,FALSE,FALSE
"Argent","Hold Your Head Up","No",FALSE,0.466,0.489,7,-13.762,"1",0.0282,0.164,0.0605,0.553,0.529,89.198,"4",375.533,15,5,1972,FALSE,TRUE,TRUE,FALSE
"Joey McIntyre","I Love You Came Too Late","No",FALSE,0.705,0.745,0,-6.171,"1",0.0239,0.155,0,0.113,0.775,97.978,"4",195.133,6,54,1999,FALSE,FALSE,TRUE,TRUE
"Gloria Estefan","Don't Let This Moment End","No",FALSE,0.593,0.952,10,-3.649,"0",0.0554,0.0292,1.05e-05,0.184,0.597,130.981,"4",282.067,2,76,1998,FALSE,FALSE,FALSE,TRUE
"Krokus","School's Out","No",FALSE,0.434,0.806,0,-11.259,"1",0.0339,0.00107,0.000247,0.447,0.43,136.692,"4",196.973,7,67,1986,FALSE,TRUE,TRUE,FALSE
"Chris Isaak","Somebody's Crying","No",FALSE,0.509,0.658,5,-6.161,"1",0.0273,0.255,0.0435,0.155,0.731,113.835,"4",167.093,20,45,1995,FALSE,TRUE,TRUE,TRUE
"Chris Isaak","Wicked Game","No",FALSE,0.667,0.548,9,-7.802,"1",0.0262,0.744,0.0122,0.0946,0.29,112.549,"4",286.88,24,6,1990,TRUE,TRUE,FALSE,TRUE
"Deborah Cox","It's Over Now","No",FALSE,0.811,0.516,5,-6.994,"0",0.0734,0.198,0,0.0994,0.544,120.089,"4",260.093,6,70,1999,FALSE,TRUE,FALSE,FALSE
"Deborah Cox","Nobody's Supposed to Be Here","No",FALSE,0.662,0.531,8,-5.3,"1",0.0361,0.202,1.16e-05,0.595,0.399,119.957,"4",262.333,29,2,1998,TRUE,TRUE,FALSE,TRUE
"Voices of Theory","Say It","No",FALSE,0.381,0.415,0,-10.298,"1",0.0691,0.675,0,0.0795,0.257,61.908,"3",269.467,31,10,1998,FALSE,TRUE,TRUE,TRUE
"Voices of Theory","Wherever You Go","No",FALSE,0.527,0.461,11,-7.57,"1",0.0252,0.687,0,0.187,0.261,107.836,"4",339.76,16,36,1998,TRUE,FALSE,FALSE,TRUE
"Journey","Anytime","No",FALSE,0.282,0.635,9,-12.564,"1",0.0418,0.0041,0.000161,0.123,0.594,146.236,"4",206.8,4,83,1978,FALSE,FALSE,TRUE,FALSE
"Journey","Walks Like a Lady","No",FALSE,0.308,0.826,5,-10.038,"1",0.117,0.017,0.000745,0.754,0.227,142.061,"4",432.493,13,32,1980,FALSE,TRUE,TRUE,FALSE
"Journey","The Party's Over (Hopelessly in Love)","No",FALSE,0.659,0.867,7,-8.592,"1",0.0314,0.0264,5.45e-05,0.426,0.66,112.43,"4",220.227,13,34,1981,TRUE,TRUE,FALSE,FALSE
"Journey","Still They Ride","No",FALSE,0.335,0.539,0,-9.971,"1",0.0316,0.275,0,0.142,0.264,131.759,"4",229.4,14,19,1982,FALSE,TRUE,TRUE,FALSE
"Journey","After the Fall","No",FALSE,0.493,0.706,9,-11.266,"0",0.0394,0.0453,7.52e-06,0.0892,0.526,101.432,"4",300.267,12,23,1983,FALSE,FALSE,TRUE,FALSE
"Journey","Why Can't This Night Go On Forever","No",FALSE,0.409,0.517,9,-9.563,"1",0.0314,0.156,1.2e-05,0.184,0.259,118.893,"4",222.133,12,60,1987,FALSE,TRUE,TRUE,FALSE
"Natalie Imbruglia","Wrong Impression","No",FALSE,0.48,0.753,6,-5.632,"1",0.027,0.0102,0,0.18,0.263,100.181,"4",256,8,64,2002,TRUE,TRUE,FALSE,FALSE
"Toronto","Your Daddy Don't Know","No",FALSE,0.574,0.702,5,-5.393,"1",0.0517,0.127,0.00029,0.52,0.871,127.914,"4",199.28,8,77,1982,FALSE,FALSE,TRUE,FALSE
"Della Reese","And Now","No",FALSE,0.393,0.27,3,-11.097,"1",0.0333,0.95,0.00091199999999999,0.0768,0.218,121.621,"3",159.28,5,69,1960,FALSE,FALSE,TRUE,TRUE
"Della Reese","Someday (You'll Want Me To Want You)","No",FALSE,0.442,0.304,3,-10.942,"1",0.0661,0.929,0.00038199999999999,0.104,0.371,183.026,"3",314.467,7,56,1960,TRUE,TRUE,FALSE,FALSE
"Della Reese","Don't You Know","No",FALSE,0.256,0.398,3,-9.67,"1",0.0313,0.902,0.000704,0.2,0.242,111.437,"3",153.173,18,2,1960,TRUE,FALSE,FALSE,FALSE
"The Pointer Sisters","He's so Shy","No",FALSE,0.896,0.74,0,-8.104,"0",0.0551,0.153,0.000205,0.0636,0.974,114.904,"4",217.973,26,3,1980,TRUE,FALSE,TRUE,TRUE
"The Pointer Sisters","Fire","No",FALSE,0.731,0.547,1,-11.149,"1",0.0424,0.168,3.22e-05,0.108,0.666,118.203,"4",206.467,23,2,1978,TRUE,TRUE,FALSE,TRUE
"The Pointer Sisters","Neutron Dance","No",FALSE,0.756,0.787,9,-7.916,"1",0.0441,0.0117,0.000672,0.231,0.905,104.772,"4",253.227,23,6,1984,TRUE,TRUE,FALSE,TRUE
"The Pointer Sisters","Slow Hand","No",FALSE,0.831,0.456,6,-11.598,"1",0.0371,0.271,5.99e-06,0.0673,0.411,110.727,"4",231.933,24,2,1981,FALSE,TRUE,TRUE,TRUE
"Ginuwine","Pony","No",FALSE,0.545,0.647,8,-8.079,"0",0.284,0.0068,0.000904,0.503,0.957,142.026,"4",324.8,27,6,1996,TRUE,FALSE,TRUE,TRUE
"Perry Como","It's Impossible","No",FALSE,0.343,0.402,0,-11.158,"0",0.0311,0.584,6.78e-06,0.107,0.308,141.378,"4",197.2,17,10,1970,TRUE,FALSE,FALSE,TRUE
"Perry Como","And I Love You So","No",FALSE,0.429,0.283,8,-13.834,"1",0.0258,0.781,0.161,0.106,0.235,90.052,"4",200.693,16,29,1973,FALSE,TRUE,TRUE,FALSE
"A Tribe Called Quest","Find a Way","No",FALSE,0.765,0.626,6,-7.162,"1",0.435,0.0329,0,0.385,0.71,94.056,"4",203.733,7,71,1998,FALSE,FALSE,TRUE,TRUE
"Annie Lennox","Why","No",FALSE,0.531,0.471,0,-9.267,"1",0.0236,0.28,6.22e-05,0.133,0.119,90.941,"4",293.838,20,34,1992,FALSE,TRUE,TRUE,FALSE
"Annie Lennox","Walking on Broken Glass","No",FALSE,0.75,0.562,0,-8.45,"1",0.0281,0.215,1.1e-06,0.105,0.807,115.008,"4",253.296,25,14,1992,TRUE,FALSE,TRUE,TRUE
"Annie Lennox","Little Bird","No",FALSE,0.767,0.521,9,-9.145,"1",0.0351,0.247,0.00124,0.303,0.672,124.995,"4",292.426,12,49,1993,TRUE,TRUE,FALSE,FALSE
"Carrie Underwood","All-American Girl","No",FALSE,0.624,0.805,9,-2.632,"1",0.029,0.0466,0,0.328,0.77,123.991,"4",212.173,20,27,2008,TRUE,TRUE,FALSE,FALSE
"Carrie Underwood","So Small","No",FALSE,0.426,0.784,3,-3.225,"1",0.0421,0.306,0,0.0695,0.272,147.939,"3",225.213,20,17,2007,TRUE,FALSE,TRUE,TRUE
"Carrie Underwood","Just a Dream","No",FALSE,0.526,0.781,7,-3.673,"1",0.0369,0.0613,0,0.121,0.358,142.06,"4",284.707,20,29,2008,TRUE,FALSE,TRUE,TRUE
"Carrie Underwood","Last Name","No",FALSE,0.395,0.869,3,-3.154,"1",0.109,0.194,0,0.0874,0.688,159.833,"4",241.053,20,19,2008,FALSE,TRUE,TRUE,FALSE
"The Outfield","Voices Of Babylon","No",FALSE,0.625,0.871,3,-5.788,"1",0.0314,0.0612,0.27,0.244,0.681,121.037,"4",211.027,14,25,1989,TRUE,TRUE,FALSE,FALSE
"The Outfield","For You","No",FALSE,0.626,0.721,10,-7.116,"1",0.0318,0.257,4.27e-05,0.226,0.64,118.894,"4",267.627,18,21,1990,TRUE,FALSE,FALSE,TRUE
"The Outfield","Your Love","No",FALSE,0.556,0.764,4,-7.725,"1",0.0588,0.0761,2.33e-06,0.0692,0.597,129.617,"4",222.96,22,6,1986,TRUE,TRUE,TRUE,FALSE
"The Outfield","Everytime You Cry","No",FALSE,0.309,0.593,11,-7.566,"1",0.0291,0.247,3.81e-05,0.172,0.215,96.283,"4",269.573,10,66,1986,FALSE,FALSE,TRUE,TRUE
"The Outfield","Closer To Me","No",FALSE,0.672,0.749,9,-7.946,"1",0.0354,0.167,0.000627,0.133,0.774,120.994,"4",197.133,11,43,1992,FALSE,TRUE,TRUE,FALSE
"The Outfield","My Paradise","No",FALSE,0.597,0.891,2,-6.093,"1",0.0471,0.0461,0,0.316,0.705,121.714,"4",218.333,6,72,1989,FALSE,FALSE,TRUE,FALSE
"The Outfield","All The Love In The World","No",FALSE,0.599,0.724,4,-7.763,"1",0.0392,0.0181,0,0.109,0.689,128.207,"4",211.893,16,19,1986,FALSE,TRUE,TRUE,FALSE
"The Outfield","Since You've Been Gone","No",FALSE,0.471,0.915,2,-6.205,"1",0.0731,0.219,3.27e-06,0.735,0.406,124.239,"4",284.6,15,31,1987,FALSE,TRUE,TRUE,FALSE
"Donovan","Catch The Wind","No",FALSE,0.361,0.371,3,-9.414,"1",0.0308,0.48,1.41e-05,0.117,0.526,173.154,"3",175.587,10,23,1965,FALSE,TRUE,TRUE,FALSE
"The Dave Brubeck Quartet","Unsquare Dance","No",FALSE,0.662,0.629,7,-9.537,"1",0.0576,0.0908,0.917,0.0942,0.573,116.99,"4",121.133,6,74,1961,TRUE,FALSE,FALSE,TRUE
"Five For Fighting","Chances","No",FALSE,0.405,0.751,10,-7.161,"1",0.0288,0.027,0,0.221,0.329,163.9,"4",213.606,1,83,2009,FALSE,FALSE,FALSE,TRUE
"Bay City Rollers","Saturday Night","No",FALSE,0.508,0.691,7,-9.585,"1",0.0635,0.0931,0.000494,0.106,0.872,136.336,"4",174.467,17,1,1975,TRUE,FALSE,FALSE,TRUE
"Heart","Barracuda","No",FALSE,0.547,0.691,4,-13.553,"0",0.0369,0.015,0.105,0.144,0.667,137.148,"4",261.933,20,11,1977,FALSE,TRUE,TRUE,TRUE
"Heart","Kick It Out","No",FALSE,0.402,0.726,9,-12.174,"0",0.0459,0.0786,0,0.0646,0.674,149.272,"4",165.467,3,79,1977,FALSE,FALSE,FALSE,TRUE
"Heart","Little Queen","No",FALSE,0.674,0.361,9,-15.435,"0",0.0367,0.011,0.0014,0.0564,0.671,99.095,"4",311.56,6,62,1977,FALSE,FALSE,TRUE,TRUE
"Heart","Straight On","No",FALSE,0.765,0.416,11,-15.527,"0",0.0675,0.0127,0.00484,0.0742,0.932,117.375,"4",307.973,18,15,1978,TRUE,FALSE,TRUE,TRUE
"Ted Nugent","Dog Eat Dog","No",FALSE,0.539,0.915,9,-6.141,"1",0.0444,0.0163,0.00443999999999999,0.106,0.707,135.592,"4",242.24,2,91,1976,FALSE,FALSE,FALSE,TRUE
"Ted Nugent","Wango Tango","No",FALSE,0.494,0.939,2,-6.889,"1",0.296,0.0385,0.000546,0.708,0.552,171.237,"4",289.307,4,86,1980,FALSE,FALSE,TRUE,FALSE
"Ted Nugent","Yank Me, Crank Me","No",FALSE,0.367,0.94,2,-6.778,"1",0.0726,0.285,0.0446,0.981,0.112,139.591,"4",278.267,7,58,1978,FALSE,TRUE,FALSE,FALSE
"Ariana Grande","Breathin","No",FALSE,0.377,0.612,8,-6.239,"1",0.067,0.0229,1.6e-05,0.13,0.445,100.042,"4",193.387,25,12,2018,TRUE,FALSE,TRUE,TRUE
"Khalid","Better","No",FALSE,0.688,0.55,0,-10.184,"0",0.0676,0.0712,0.32,0.109,0.135,98.047,"4",224.067,48,8,2018,TRUE,TRUE,TRUE,TRUE
"Camila Cabello","Consequences","No",FALSE,0.542,0.299,0,-6.762,"1",0.0469,0.889,0,0.15,0.389,103.073,"3",173.88,12,51,2018,TRUE,FALSE,FALSE,TRUE
"Dan + Shay","Tequila","No",FALSE,0.477,0.577,11,-5.723,"1",0.0283,0.032,0,0.131,0.508,86.111,"4",193.027,50,21,2018,TRUE,TRUE,TRUE,TRUE
"lovelytheband","broken","No",FALSE,0.664,0.72,7,-5.816,"1",0.0394,0.00231,1.38e-06,0.0454,0.485,122.979,"4",204.627,22,29,2018,FALSE,FALSE,TRUE,TRUE
"David Kersh","If I Never Stop Loving You","No",FALSE,0.705,0.608,1,-5.521,"1",0.025,0.527,1.29e-05,0.127,0.731,106.71,"4",215.613,16,67,1998,TRUE,TRUE,FALSE,FALSE
"Miranda Cosgrove","Kissin U","No",FALSE,0.62,0.844,3,-3.134,"1",0.0465,0.0157,0,0.0717,0.529,110.012,"4",198.48,15,54,2010,FALSE,TRUE,TRUE,FALSE
"Camila Cabello","Never Be the Same","No",FALSE,0.637,0.713,0,-4.333,"1",0.0747,0.181,0.000637,0.137,0.243,129.923,"4",226.973,37,6,2017,TRUE,TRUE,TRUE,TRUE
"Melissa Manchester","No One Can Love You More Than Me","No",FALSE,0.709,0.764,4,-6.924,"0",0.0419,0.252,0.00041799999999999,0.211,0.836,97.39,"4",252.987,4,78,1983,FALSE,FALSE,FALSE,TRUE
"Alice Cooper","Under My Wheels","No",FALSE,0.239,0.798,5,-13.952,"1",0.0671,0.00048499999999999,0.376,0.141,0.292,141.228,"4",171.56,8,59,1971,TRUE,FALSE,FALSE,TRUE
"Alice Cooper","Be My Lover","No",FALSE,0.532,0.434,2,-15.45,"1",0.0543,0.113,0.00151,0.076,0.554,117.6,"4",201.04,10,49,1972,TRUE,TRUE,FALSE,FALSE
"Melissa Manchester","Better Days","No",FALSE,0.257,0.498,9,-9.551,"1",0.0269,0.536,0.184,0.122,0.392,171.193,"4",257.733,5,71,1976,FALSE,TRUE,FALSE,FALSE
"Melissa Manchester","Rescue Me","No",FALSE,0.736,0.803,0,-9.22,"1",0.0276,0.0668,3.92e-06,0.0907,0.977,116.236,"4",189,3,78,1976,FALSE,FALSE,TRUE,FALSE
"The Alan Parsons Project","What Goes Up","No",FALSE,0.632,0.114,10,-17.332,"0",0.0305,0.202,0.0351,0.145,0.116,100.523,"4",237.36,3,87,1978,FALSE,FALSE,TRUE,TRUE
"The Stylistics","You're A Big Girl Now","No",FALSE,0.432,0.654,6,-8.597,"1",0.0288,0.229,1.13e-05,0.105,0.823,143.016,"4",278.427,7,73,1971,TRUE,FALSE,FALSE,FALSE
"The Stylistics","Stop, Look, Listen (To Your Heart)","No",FALSE,0.445,0.473,3,-9.042,"0",0.0267,0.818,0.000677,0.464,0.446,75.468,"4",172.947,16,39,1971,FALSE,TRUE,TRUE,TRUE
"The Stylistics","You Are Everything","No",FALSE,0.507,0.636,2,-7.538,"0",0.0401,0.849,0,0.646,0.702,142.248,"4",175.507,16,9,1971,TRUE,FALSE,FALSE,TRUE
"The Stylistics","People Make The World Go Round","No",FALSE,0.72,0.489,4,-9.157,"0",0.0544,0.656,2.32e-06,0.357,0.777,83.127,"4",211.56,11,25,1972,FALSE,TRUE,TRUE,FALSE
"The Stylistics","I'm Stone In Love With You","No",FALSE,0.656,0.37,10,-11.694,"1",0.024,0.744,3.17e-05,0.0804,0.867,97.381,"4",199.76,13,10,1972,TRUE,FALSE,FALSE,TRUE
"The Stylistics","Break Up To Make Up","No",FALSE,0.583,0.301,4,-10.598,"1",0.0243,0.883,0,0.334,0.337,79.364,"3",239.84,14,5,1973,TRUE,TRUE,FALSE,FALSE
"The Stylistics","Rockin' Roll Baby","No",FALSE,0.83,0.687,2,-9.173,"1",0.0333,0.405,0.000111,0.032,0.964,123.67,"4",196.12,18,14,1973,TRUE,FALSE,FALSE,TRUE
"The Stylistics","You Make Me Feel Brand New","No",FALSE,0.453,0.359,7,-8.567,"1",0.0247,0.849,3.02e-05,0.137,0.178,76.015,"4",288.44,25,2,1974,TRUE,TRUE,TRUE,FALSE
"The Stylistics","Let's Put It All Together","No",FALSE,0.499,0.41,0,-9.29,"1",0.0287,0.699,0,0.0854,0.513,132.399,"4",177.227,12,18,1974,FALSE,FALSE,TRUE,TRUE
"The Stylistics","Heavy Fallin' Out","No",FALSE,0.469,0.739,11,-6.812,"0",0.0325,0.72,2.42e-05,0.367,0.686,127.669,"4",316.36,11,41,1974,FALSE,FALSE,FALSE,TRUE
"The Stylistics","Thank You Baby","No",FALSE,0.412,0.596,10,-6.84,"0",0.0303,0.609,2.12e-05,0.115,0.312,126.446,"4",228.853,6,70,1975,FALSE,TRUE,FALSE,FALSE
"The Stylistics","Can't Give You Anything (But My Love)","No",FALSE,0.515,0.832,7,-6.193,"0",0.058,0.129,0.000109,0.433,0.623,112.45,"4",196.784,6,51,1975,FALSE,FALSE,TRUE,FALSE
"The Stylistics","Funky Weekend","No",FALSE,0.753,0.695,1,-7.518,"1",0.25,0.103,0.000657,0.0383,0.845,102.887,"4",196.507,9,76,1975,TRUE,FALSE,FALSE,TRUE
"The Stylistics","You Are Beautiful","No",FALSE,0.452,0.431,3,-7.232,"1",0.0289,0.559,2.24e-05,0.103,0.197,129.113,"4",197.987,7,79,1976,TRUE,TRUE,FALSE,FALSE
"Modest Mouse","Dashboard","No",FALSE,0.639,0.903,11,-5.013,"0",0.0371,0.00963,7.06e-05,0.174,0.96,135.938,"4",246.173,6,61,2007,TRUE,TRUE,FALSE,FALSE
"Boney M.","Mary's Boy Child / Oh My Lord","No",FALSE,0.742,0.819,5,-6.582,"1",0.0444,0.363,0,0.0915,0.938,112.792,"4",265.667,5,85,1978,TRUE,FALSE,FALSE,TRUE
"Jeff Carson","Not On Your Love","No",FALSE,0.563,0.524,6,-7.62,"1",0.0225,0.432,0,0.272,0.252,86.496,"4",202.333,2,97,1995,FALSE,FALSE,TRUE,FALSE
"Johnny Cash","The Matador","No",FALSE,0.291,0.548,9,-11.032,"1",0.0418,0.525,0.00917,0.237,0.596,154.984,"4",164.107,7,44,1963,FALSE,FALSE,FALSE,TRUE
"Johnny Cash","Understand Your Man","No",FALSE,0.649,0.506,0,-13.185,"1",0.0352,0.508,0.00155,0.0723,0.824,92.166,"4",162.4,8,35,1964,TRUE,TRUE,FALSE,FALSE
"Johnny Cash","Orange Blossom Special","No",FALSE,0.679,0.51,0,-10.797,"1",0.0302,0.0534,0.000859,0.282,0.773,110.467,"4",185.707,6,80,1965,TRUE,FALSE,FALSE,FALSE
"Johnny Cash","The One On The Right Is On The Left","No",FALSE,0.722,0.539,9,-11.353,"1",0.033,0.444,0.000662,0.159,0.797,98.48,"4",166.693,6,46,1966,TRUE,TRUE,FALSE,FALSE
"Johnny Cash","Rosanna's Going Wild","No",FALSE,0.703,0.607,9,-10.95,"1",0.0392,0.501,1.75e-05,0.0511,0.961,100.222,"4",117.893,2,91,1968,TRUE,FALSE,FALSE,FALSE
