"artist","song","won_grammy","explicit","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","duration_sec","weeks_on_chart","peak_position","started_charting","charted_q1","charted_q2","charted_q3","charted_q4"
"Blondie","Call Me","No",FALSE,0.444,0.903,2,-5.241,"1",0.0581,0.00105,0.169,0.67,0.344,150.143,"4",231.613,25,1,1980,TRUE,TRUE,TRUE,FALSE
"Lynyrd Skynyrd","Sweet Home Alabama","No",FALSE,0.526,0.893,7,-5.539,"1",0.0432,0.426,5.28e-05,0.967,0.766,98.453,"4",281.547,17,8,1974,FALSE,FALSE,TRUE,TRUE
"Blondie","Heart Of Glass","No",FALSE,0.698,0.86,2,-6.122,"1",0.0382,0.0808,0.0186,0.792,0.573,114.938,"4",202.373,21,1,1979,TRUE,TRUE,TRUE,FALSE
"Blondie","Rapture","No",FALSE,0.538,0.941,4,-6.312,"0",0.0623,0.0195,0.000367,0.988,0.481,112.047,"4",333.92,20,1,1981,TRUE,TRUE,FALSE,FALSE
"The Ronettes","Be My Baby","No",FALSE,0.437,0.865,4,-6.028,"1",0.0432,0.0531,0,0.595,0.503,123.603,"4",202.467,13,2,1963,FALSE,FALSE,TRUE,TRUE
"The Ronettes","Baby, I Love You","No",FALSE,0.405,0.798,2,-6.341,"1",0.0345,0.122,0,0.571,0.801,114.559,"4",165.64,9,24,1963,TRUE,FALSE,FALSE,TRUE
"The Ronettes","Walking In The Rain","No",FALSE,0.398,0.619,10,-7.706,"1",0.028,0.28,0,0.111,0.336,92.319,"4",217.76,11,23,1964,TRUE,FALSE,FALSE,TRUE
"Train","Meet Virginia","No",FALSE,0.675,0.553,7,-7.775,"1",0.0486,0.0863,7.58e-06,0.118,0.594,90.02,"4",239.933,27,20,1999,TRUE,TRUE,FALSE,TRUE
"Kelly Clarkson","Heartbeat Song","No",FALSE,0.49,0.798,6,-3.66,"1",0.0489,0.0137,0,0.0627,0.479,149.109,"4",198.733,20,21,2015,TRUE,TRUE,FALSE,FALSE
"Kelly Clarkson","Piece by Piece","No",FALSE,0.59,0.808,1,-6.728,"1",0.0408,0.000953,1.53e-06,0.0918,0.601,106.029,"4",257.747,15,8,2016,TRUE,TRUE,FALSE,FALSE
"Toni Braxton","Un-Break My Heart","No",FALSE,0.618,0.489,11,-6.593,"0",0.0272,0.422,0,0.122,0.132,109.943,"4",268.467,42,1,1996,TRUE,TRUE,TRUE,TRUE
"Cheap Trick","I Want You to Want Me","No",FALSE,0.806,0.462,2,-12.778,"1",0.0298,0.78,0.0134,0.15,0.736,92.726,"4",191.227,19,7,1979,FALSE,TRUE,TRUE,FALSE
"Bobby Shmurda","Hot Boy","No",FALSE,0.858,0.493,9,-7.627,"1",0.344,0.0471,1.4e-05,0.0606,0.171,83.983,"4",194.147,25,6,2014,TRUE,FALSE,TRUE,TRUE
"Rod Stewart","Hot Legs","No",FALSE,0.707,0.906,7,-5.771,"1",0.0309,0.0368,0.000968,0.661,0.97,112.837,"4",315.293,11,28,1978,TRUE,TRUE,FALSE,FALSE
"Rod Stewart","You're in My Heart (The Final Acclaim)","No",FALSE,0.553,0.328,9,-10.797,"1",0.0341,0.643,0,0.109,0.345,103.472,"4",270.96,22,4,1977,TRUE,FALSE,FALSE,TRUE
"Rod Stewart","I Was Only Joking","No",FALSE,0.68,0.462,10,-9.289,"1",0.0336,0.583,3.3e-05,0.096,0.415,106.2,"4",367.4,12,22,1978,FALSE,TRUE,TRUE,FALSE
"Audioslave","Cochise","No",FALSE,0.452,0.873,9,-4.867,"1",0.0613,0.000519,0,0.0592,0.433,80.473,"4",222.027,15,69,2002,TRUE,FALSE,FALSE,TRUE
"Audioslave","Show Me How to Live","No",FALSE,0.433,0.854,9,-3.868,"1",0.0483,0.000336,0.000177,0.162,0.368,89.4,"4",277.84,20,67,2003,FALSE,FALSE,TRUE,TRUE
"Audioslave","Like a Stone","No",FALSE,0.614,0.568,7,-5.477,"0",0.0276,0.00797,0,0.0997,0.516,107.849,"4",293.96,20,31,2003,TRUE,TRUE,TRUE,FALSE
"Audioslave","I Am the Highway","No",FALSE,0.341,0.662,9,-5.023,"0",0.0335,0.105,0,0.113,0.2,174.875,"4",334.907,17,66,2004,TRUE,TRUE,FALSE,FALSE
"Bruce Springsteen","Tunnel of Love","No",FALSE,0.587,0.675,5,-11.787,"1",0.0366,0.0501,0.00243,0.479,0.664,116.954,"4",309.76,16,9,1987,TRUE,FALSE,FALSE,TRUE
"Bruce Springsteen","Brilliant Disguise","No",FALSE,0.703,0.726,9,-12.438,"1",0.029,0.152,1.45e-06,0.0319,0.949,126.353,"4",254.84,16,5,1987,TRUE,FALSE,FALSE,TRUE
"Bruce Springsteen","One Step Up","No",FALSE,0.527,0.381,10,-17.408,"1",0.0299,0.0546,0.00965,0.0842,0.295,150.162,"4",261.827,15,13,1988,TRUE,TRUE,FALSE,FALSE
"Melissa Manchester","Pretty Girls","No",FALSE,0.687,0.918,1,-4.767,"1",0.0498,0.171,0.000586,0.33,0.859,122.725,"4",233.08,10,39,1979,FALSE,FALSE,FALSE,TRUE
"Daniel Powter","Bad Day","No",FALSE,0.579,0.813,3,-3.249,"1",0.0316,0.473,0.00412,0.124,0.552,140.086,"4",235.16,32,1,2006,TRUE,TRUE,TRUE,FALSE
"Uncle Kracker","Follow Me","No",FALSE,0.881,0.581,5,-5.367,"1",0.0329,0.429,0,0.117,0.966,104.999,"4",215.107,33,5,2001,TRUE,TRUE,TRUE,TRUE
"Jamie Walters","Hold On","No",FALSE,0.571,0.553,0,-8.584,"1",0.0279,0.0319,0,0.109,0.209,126.215,"4",264.56,27,16,1995,TRUE,TRUE,TRUE,FALSE
"Randy VanWarmer","Just When I Needed You Most","No",FALSE,0.583,0.313,9,-14.36,"1",0.0256,0.615,0,0.121,0.346,96.717,"4",241.747,20,4,1979,TRUE,TRUE,TRUE,FALSE
"Cheap Trick","Surrender","No",FALSE,0.52,0.948,0,-7.559,"1",0.0415,0.0192,6.43e-06,0.673,0.86,134.442,"4",254.027,8,62,1978,FALSE,FALSE,TRUE,FALSE
"Cheap Trick","She's Tight","No",FALSE,0.428,0.791,4,-8.562,"1",0.0618,0.191,3.78e-06,0.302,0.831,155.256,"4",177.933,7,65,1982,FALSE,FALSE,FALSE,TRUE
"Sonny & Cher","Just You","No",FALSE,0.446,0.514,0,-8.085,"1",0.0256,0.676,0,0.0723,0.294,95.361,"4",211.773,9,20,1965,FALSE,FALSE,TRUE,TRUE
"Sonny & Cher","The Letter","No",FALSE,0.458,0.573,10,-7.734,"1",0.0259,0.472,1.98e-05,0.35,0.54,98.72,"3",131.933,5,75,1965,FALSE,FALSE,FALSE,TRUE
"Wanda Jackson","Let's Have a Party","No",FALSE,0.574,0.871,2,-5.337,"1",0.123,0.0232,2.06e-06,0.178,0.928,166.913,"4",134.92,10,37,1960,FALSE,FALSE,TRUE,TRUE
"AC/DC","Moneytalks","No",FALSE,0.649,0.903,7,-3.677,"1",0.0318,0.000841,0.00035099999999999,0.122,0.412,121.841,"4",225.947,16,23,1990,TRUE,FALSE,FALSE,TRUE
"Alice Cooper","Poison","No",FALSE,0.319,0.896,2,-6.35,"0",0.111,0.0412,0.000133,0.16,0.255,118.696,"4",267.307,19,7,1989,TRUE,FALSE,TRUE,TRUE
"Alice Cooper","House of Fire","No",FALSE,0.504,0.947,10,-7.528,"0",0.0801,0.0123,3.97e-05,0.459,0.444,124.936,"4",225.693,9,56,1990,TRUE,FALSE,FALSE,FALSE
"REO Speedwagon","Keep on Loving You","No",FALSE,0.318,0.635,0,-9.431,"1",0.0318,0.0241,0,0.144,0.357,174.789,"4",201.067,28,1,1980,TRUE,TRUE,FALSE,TRUE
"Neil Diamond","Heartlight","No",FALSE,0.584,0.513,3,-10.324,"1",0.0309,0.529,4.57e-05,0.133,0.518,119.322,"4",263.96,19,5,1982,TRUE,FALSE,TRUE,TRUE
"Herbie Hancock","Rockit","No",FALSE,0.871,0.872,10,-10.655,"0",0.0758,0.0286,0.725,0.081,0.783,111.819,"4",235.773,9,71,1983,FALSE,FALSE,TRUE,TRUE
"Terence Trent D'Arby","Wishing Well","No",FALSE,0.861,0.512,10,-9.596,"0",0.0612,0.123,0,0.104,0.767,104.902,"4",212.96,25,1,1988,TRUE,TRUE,TRUE,FALSE
"New Kids On The Block","Step By Step","No",FALSE,0.837,0.692,0,-7.38,"1",0.0728,0.0563,1.35e-05,0.0556,0.885,125.253,"4",267.627,15,1,1990,FALSE,TRUE,TRUE,FALSE
"Michael Jackson","Black Or White","No",FALSE,0.759,0.848,4,-6.25,"1",0.0492,0.151,0.0804,0.115,0.955,114.879,"4",202.573,20,1,1991,TRUE,TRUE,FALSE,TRUE
"Will Smith","Gettin' Jiggy Wit It","No",FALSE,0.877,0.856,6,-5.717,"1",0.141,0.0226,2.67e-06,0.157,0.842,107.888,"4",228.96,32,1,1998,TRUE,TRUE,TRUE,TRUE
"Toni Braxton","Another Sad Love Song","No",FALSE,0.78,0.71,2,-7.429,"1",0.0479,0.0143,3.49e-05,0.0366,0.858,96.067,"4",301.56,26,7,1993,FALSE,FALSE,TRUE,TRUE
"Toni Braxton","Breathe Again","No",FALSE,0.689,0.677,0,-6.36,"1",0.0326,0.0704,0,0.0877,0.259,153.919,"4",269.173,35,3,1993,TRUE,TRUE,FALSE,TRUE
"Toni Braxton","You Mean the World to Me","No",FALSE,0.595,0.736,11,-6.648,"1",0.0469,0.0964,9.28e-06,0.104,0.521,167.669,"4",296.4,31,7,1994,FALSE,TRUE,TRUE,TRUE
"Rod Stewart","Da Ya Think I'm Sexy?","No",FALSE,0.715,0.689,2,-8.065,"0",0.029,0.0143,0.000192,0.111,0.852,111.504,"4",331.333,21,1,1978,TRUE,TRUE,FALSE,TRUE
"Cheap Trick","Tonight It's You","No",FALSE,0.367,0.833,11,-7.504,"0",0.0472,0.0672,0,0.31,0.35,116.719,"4",286.347,17,44,1985,FALSE,FALSE,TRUE,TRUE
"Luther Vandross","Little Miracles (Happen Every Day)","No",FALSE,0.669,0.641,11,-6.32,"0",0.0281,0.293,0,0.152,0.23,121.883,"4",281.267,10,62,1993,FALSE,TRUE,TRUE,FALSE
"Johnny Cash","Bonanza!","No",FALSE,0.548,0.492,3,-10.72,"1",0.0287,0.898,0.0393,0.152,0.802,102.62,"4",140.307,1,94,1962,FALSE,FALSE,TRUE,FALSE
"Eddie Money","You've Really Got a Hold On Me","No",FALSE,0.592,0.431,9,-13.71,"1",0.031,0.0153,7.14e-05,0.0819,0.47,94.973,"4",229.24,8,72,1978,TRUE,FALSE,FALSE,TRUE
"Ray Price","For The Good Times","No",FALSE,0.46,0.173,3,-13.673,"1",0.0297,0.52,0.000307,0.135,0.329,79.056,"4",244.107,24,11,1970,TRUE,FALSE,TRUE,TRUE
"Ray Price","You're The Best Thing That Ever Happened To Me","No",FALSE,0.593,0.335,9,-12.753,"1",0.0242,0.34,0.00428,0.099,0.574,85.924,"4",229.533,9,82,1973,FALSE,FALSE,TRUE,TRUE
"Ray Price","I Won't Mention It Again","No",FALSE,0.516,0.202,4,-13.157,"1",0.0305,0.292,0.000411,0.0845,0.291,75.044,"4",239.653,14,42,1971,TRUE,TRUE,FALSE,FALSE
"Ray Price","Danny Boy","No",FALSE,0.484,0.155,7,-13.034,"1",0.0282,0.522,0.00074699999999999,0.103,0.316,72.697,"4",277.627,8,60,1967,TRUE,TRUE,FALSE,FALSE
"Ray Price","She's Got To Be A Saint","No",FALSE,0.606,0.302,10,-12.897,"1",0.0285,0.333,2.52e-05,0.215,0.531,81.586,"4",249.533,4,93,1973,TRUE,FALSE,FALSE,FALSE
"Ray Price","Make The World Go Away","No",FALSE,0.545,0.26,0,-12.148,"1",0.0295,0.62,7.72e-05,0.129,0.527,69.322,"4",152.493,1,100,1963,FALSE,FALSE,TRUE,FALSE
"Spirit","I Got a Line on You","No",FALSE,0.433,0.487,11,-14.596,"0",0.0326,0.102,0.00455,0.353,0.822,149.574,"4",159.427,12,25,1969,TRUE,TRUE,FALSE,FALSE
"Spirit","1984","No",FALSE,0.549,0.564,8,-11.551,"0",0.0381,0.163,0.000215,0.0679,0.725,131.007,"4",214.893,9,69,1970,TRUE,TRUE,FALSE,FALSE
"Charli XCX","Break the Rules","No",TRUE,0.676,0.926,0,-2.244,"0",0.0425,0.0305,0.000658,0.0771,0.818,124.019,"4",203.908,3,91,2014,TRUE,FALSE,FALSE,TRUE
"The Rembrandts","Just the Way It Is, Baby","No",FALSE,0.794,0.613,3,-8.711,"1",0.0295,0.329,2.67e-06,0.0764,0.823,110.738,"4",243.893,19,14,1991,TRUE,TRUE,FALSE,FALSE
"Matchbox Twenty","Unwell","No",FALSE,0.435,0.781,9,-5.373,"1",0.0345,0.0341,0,0.348,0.441,81.366,"4",234.227,54,5,2003,TRUE,TRUE,TRUE,TRUE
"A Rocket To The Moon","Like We Used To","No",FALSE,0.363,0.71,2,-3.08,"1",0.0308,0.216,0,0.121,0.383,170.113,"4",203.733,1,91,2010,FALSE,FALSE,FALSE,TRUE
"Alice Cooper","I Never Cry","No",FALSE,0.553,0.284,0,-15.602,"1",0.0317,0.45,3.48e-06,0.114,0.374,136.112,"4",224.6,27,12,1976,TRUE,FALSE,TRUE,TRUE
"Heart","Even It Up","No",FALSE,0.7,0.749,9,-11.262,"1",0.035,0.171,0.35,0.0613,0.965,135.971,"4",309.893,12,33,1980,TRUE,TRUE,FALSE,FALSE
"LunchMoney Lewis","Bills","No",FALSE,0.689,0.731,0,-3.469,"1",0.11,0.271,0,0.416,0.673,125.997,"4",204.107,6,79,2015,TRUE,TRUE,FALSE,FALSE
"Rihanna","Shut Up And Drive","No",FALSE,0.737,0.815,1,-5.33,"1",0.0362,0.00078,0.0849,0.131,0.743,132.953,"4",213.6,20,15,2007,FALSE,TRUE,TRUE,TRUE
"Steve Holy","Good Morning Beautiful","No",FALSE,0.565,0.5,7,-8.822,"1",0.031,0.452,0,0.137,0.242,70.984,"4",210.933,20,29,2001,TRUE,TRUE,FALSE,TRUE
"Frank Ocean","DHL","No",TRUE,0.819,0.458,4,-10.223,"0",0.167,0.582,0.173,0.128,0.232,122.981,"4",268.893,1,98,2019,FALSE,FALSE,FALSE,TRUE
"Debbie Gibson","Lost In Your Eyes","No",FALSE,0.482,0.613,7,-7.462,"1",0.0295,0.46,0.000856,0.129,0.238,144.46,"4",213,19,1,1989,TRUE,TRUE,FALSE,FALSE
"Joe Cocker","When the Night Comes","No",FALSE,0.535,0.63,1,-9.776,"1",0.028,0.111,0.000297,0.3,0.454,82.003,"4",288.733,20,11,1989,TRUE,FALSE,FALSE,TRUE
"All Saints","Never Ever","No",FALSE,0.738,0.541,1,-5.485,"1",0.0311,0.559,0,0.0492,0.309,134.187,"4",387.573,19,4,1998,FALSE,FALSE,TRUE,TRUE
"Kenny Loggins","This Is It","No",FALSE,0.641,0.497,7,-12.228,"0",0.029,0.254,2.15e-06,0.158,0.743,102.274,"4",236.733,23,11,1979,TRUE,FALSE,FALSE,TRUE
"Kenny Loggins","Keep the Fire","No",FALSE,0.577,0.573,4,-11.357,"1",0.0355,0.191,0.0113,0.615,0.574,113.076,"4",275.733,13,36,1980,TRUE,TRUE,FALSE,FALSE
"Ciara","Level Up","No",FALSE,0.746,0.825,1,-4.666,"1",0.169,0.0142,0.0107,0.121,0.584,152.914,"4",204.15,6,59,2018,FALSE,FALSE,TRUE,FALSE
"Albert Hammond","If You Gotta Break Another Heart","No",FALSE,0.602,0.605,7,-9.623,"0",0.0456,0.1,0,0.0554,0.676,77.541,"4",161.56,6,63,1973,TRUE,TRUE,FALSE,FALSE
"Albert Hammond","It Never Rains in Southern California","No",FALSE,0.626,0.565,9,-10.027,"1",0.0271,0.124,0,0.0811,0.924,116.61,"4",233.507,16,5,1972,TRUE,FALSE,FALSE,TRUE
"Albert Hammond","Down By The River","No",FALSE,0.626,0.671,5,-9.551,"1",0.0289,0.254,0,0.0718,0.889,95.546,"4",186.347,7,91,1972,FALSE,FALSE,TRUE,FALSE
"Jessica Simpson","I Think I'm in Love with You","No",FALSE,0.604,0.868,9,-3.778,"1",0.11,0.0685,0,0.232,0.759,105.873,"4",197.893,16,21,2000,FALSE,FALSE,TRUE,TRUE
"Evan And Jaron","Crazy for This Girl","No",FALSE,0.462,0.933,0,-4.851,"1",0.0368,0.000734,2.9e-05,0.0959,0.386,94.072,"4",201.867,23,15,2000,TRUE,TRUE,FALSE,TRUE
"Stephen Stills","Love the One You're With","No",FALSE,0.567,0.65,0,-6.924,"1",0.0325,0.0281,4.03e-06,0.107,0.146,97.279,"4",185.587,11,14,1970,TRUE,FALSE,FALSE,TRUE
"Stephen Stills","Sit Yourself Down","No",FALSE,0.296,0.545,7,-13.079,"1",0.0372,0.0564,9.68e-06,0.11,0.707,87.857,"4",185.493,6,37,1971,TRUE,TRUE,FALSE,FALSE
"Green Jelly","Three Little Pigs","No",FALSE,0.449,0.95,7,-4.978,"1",0.225,0.0115,3.66e-05,0.514,0.339,144.469,"4",353.64,20,17,1993,TRUE,TRUE,TRUE,FALSE
"Kathy Troccoli","Everything Changes","No",FALSE,0.749,0.874,6,-3.981,"1",0.0332,0.0853,2.66e-06,0.0414,0.78,117.776,"4",262.2,20,14,1992,TRUE,TRUE,TRUE,FALSE
"David Bowie","Blackstar","No",FALSE,0.366,0.552,6,-8.35,"1",0.0317,0.206,0.0595,0.178,0.114,97.98,"4",597.933,1,78,2016,TRUE,FALSE,FALSE,FALSE
"Rose Royce","Love Don't Live Here Anymore","No",FALSE,0.49,0.635,11,-7.795,"0",0.0691,0.472,0,0.155,0.639,82.662,"4",231.853,11,32,1978,TRUE,FALSE,FALSE,TRUE
"Ben E. King","Amor","No",FALSE,0.548,0.566,10,-11.876,"1",0.0307,0.672,1.22e-05,0.112,0.805,100.813,"4",187.4,10,18,1961,FALSE,FALSE,TRUE,TRUE
"Ben E. King","Spanish Harlem","No",FALSE,0.608,0.594,2,-11.86,"1",0.0435,0.32,4.75e-05,0.129,0.789,125.166,"4",174.293,16,10,1961,TRUE,TRUE,FALSE,FALSE
"Sister Sledge","He's the Greatest Dancer","No",FALSE,0.7,0.816,7,-9.711,"0",0.044,0.00115,0.00123,0.0901,0.838,113.244,"4",375.4,19,9,1979,TRUE,TRUE,FALSE,FALSE
"Sister Sledge","We Are Family","No",FALSE,0.784,0.893,7,-5.153,"0",0.0923,0.3,1.57e-05,0.272,0.819,118.738,"4",216.733,19,2,1979,FALSE,TRUE,TRUE,FALSE
"Pretenders","Back On The Chain Gang","No",FALSE,0.323,0.933,9,-5.946,"1",0.104,0.000772,0.0149,0.922,0.511,153.461,"4",253.213,24,5,1982,TRUE,TRUE,FALSE,TRUE
"Pretenders","Don't Get Me Wrong","No",FALSE,0.543,0.956,0,-7.344,"1",0.071,0.00116,0.0355,0.529,0.312,105.722,"4",253.907,18,10,1986,TRUE,FALSE,FALSE,TRUE
"Pretenders","Stop Your Sobbing","No",FALSE,0.339,0.952,0,-5.703,"1",0.127,0.000523,0.000725,0.778,0.377,133.848,"4",194.133,5,65,1980,FALSE,TRUE,TRUE,FALSE
"Pretenders","Middle Of The Road","No",FALSE,0.288,0.93,9,-5.933,"1",0.216,0.00181,0.709,0.993,0.44,89.005,"4",318.16,14,19,1983,TRUE,FALSE,FALSE,TRUE
"Pretenders","I'll Stand By You","No",FALSE,0.316,0.767,7,-5.666,"1",0.0449,0.001,0.00263,0.941,0.13,135.55,"4",275.4,30,16,1994,TRUE,FALSE,TRUE,TRUE
"Lil Pump","Esskeetit","No",TRUE,0.934,0.505,11,-7.648,"1",0.168,0.0229,0,0.0867,0.691,139.93,"4",181.714,12,24,2018,FALSE,TRUE,TRUE,FALSE
"Whitney Houston","I Wanna Dance with Somebody (Who Loves Me)","No",FALSE,0.709,0.824,1,-8.824,"1",0.0453,0.207,0.000307,0.0888,0.867,118.818,"4",291.293,20,1,1987,TRUE,TRUE,TRUE,FALSE
"Whitney Houston","Love Will Save the Day","No",FALSE,0.758,0.843,1,-9.454,"1",0.0482,0.197,4.11e-06,0.242,0.775,120.569,"4",321.667,16,9,1988,FALSE,FALSE,TRUE,TRUE
"Whitney Houston","Didn't We Almost Have It All","No",FALSE,0.54,0.49,10,-10.151,"1",0.027,0.414,0.000896,0.142,0.336,130.992,"4",305.067,17,1,1987,FALSE,FALSE,TRUE,TRUE
"Whitney Houston","So Emotional","No",FALSE,0.698,0.791,11,-10.012,"0",0.0495,0.271,4.74e-05,0.199,0.809,119.081,"4",276.667,19,1,1987,TRUE,FALSE,FALSE,TRUE
"Whitney Houston","Where Do Broken Hearts Go","No",FALSE,0.462,0.385,2,-12.173,"1",0.0291,0.635,0,0.0682,0.244,61.876,"4",277.6,18,1,1988,TRUE,TRUE,FALSE,FALSE
"LeAnn Rimes","Something's Gotta Give","No",FALSE,0.647,0.85,2,-3.464,"1",0.0292,0.0771,0,0.0662,0.471,109.002,"4",236.84,18,51,2006,TRUE,TRUE,TRUE,FALSE
"LeAnn Rimes","Probably Wouldn't Be This Way","No",FALSE,0.613,0.426,2,-6.418,"1",0.0289,0.516,0,0.131,0.129,129.644,"4",217.947,14,54,2005,FALSE,FALSE,TRUE,TRUE
"Mariah Carey","All I Want for Christmas Is You","No",FALSE,0.336,0.627,7,-7.463,"1",0.0384,0.164,0,0.0708,0.35,150.273,"4",241.107,42,1,2000,TRUE,FALSE,FALSE,TRUE
"Coolio","Too Hot","No",TRUE,0.849,0.46,7,-12.742,"1",0.194,0.095,0.00443999999999999,0.163,0.561,102.6,"4",219.093,15,24,1995,TRUE,FALSE,FALSE,TRUE
"Kajagoogoo","Too Shy","No",FALSE,0.702,0.871,10,-6.728,"0",0.0927,0.127,4.18e-05,0.0819,0.664,107.976,"4",221.52,19,5,1983,FALSE,TRUE,TRUE,FALSE
"George Benson","Give Me the Night","No",FALSE,0.854,0.744,1,-6.922,"1",0.0476,0.384,0.0379,0.0994,0.865,109.938,"4",223.16,23,4,1980,FALSE,FALSE,TRUE,TRUE
"Levert","Casanova","No",FALSE,0.71,0.845,4,-3.927,"0",0.0888,0.0445,1.18e-05,0.0672,0.802,92.957,"4",262.373,18,5,1987,FALSE,FALSE,TRUE,TRUE
"Chaka Khan","Through the Fire","No",FALSE,0.569,0.491,8,-9.332,"1",0.0319,0.234,3.48e-06,0.24,0.403,130.743,"4",283.467,19,60,1985,FALSE,TRUE,TRUE,FALSE
"Hot Chocolate","You Sexy Thing","No",FALSE,0.764,0.666,5,-8.051,"1",0.0444,0.401,2.17e-06,0.216,0.964,105.631,"4",243.04,21,3,1975,TRUE,FALSE,FALSE,TRUE
"Donna Summer","Hot Stuff","No",FALSE,0.772,0.867,0,-11.093,"1",0.0312,0.00818,0.0131,0.0512,0.969,120.471,"4",229.427,21,1,1979,FALSE,TRUE,TRUE,FALSE
"Los Lobos","Come On, Let's Go","No",FALSE,0.41,0.814,9,-9.053,"1",0.0373,0.104,0.00613,0.0959,0.766,176.35,"4",119.96,14,21,1987,FALSE,FALSE,TRUE,TRUE
"Wu-Tang Clan","Method Man","No",TRUE,0.903,0.519,7,-10.109,"1",0.307,0.0286,0.000907,0.328,0.596,101.561,"4",350.56,14,69,1993,TRUE,FALSE,FALSE,TRUE
"AC/DC","Let's Get It Up","No",FALSE,0.514,0.904,9,-4.173,"1",0.0634,0.00070199999999999,0.0334,0.0815,0.682,108.927,"4",234.027,9,44,1982,TRUE,FALSE,FALSE,FALSE
"Candi Staton","Young Hearts Run Free","No",FALSE,0.646,0.693,7,-8.08,"0",0.0436,0.162,5.7e-06,0.263,0.825,115.516,"4",249.293,16,20,1976,FALSE,TRUE,TRUE,FALSE
"Laura Branigan","Power of Love","No",FALSE,0.408,0.581,7,-7.926,"1",0.0365,0.436,0.000239,0.145,0.212,137.028,"4",325.253,18,26,1987,TRUE,FALSE,FALSE,TRUE
"AC/DC","Guns for Hire","No",FALSE,0.49,0.902,9,-3.759,"1",0.0493,0.00331,0.354,0.0695,0.825,128.427,"4",204.72,5,84,1983,FALSE,FALSE,FALSE,TRUE
"Patty Loveless","That's The Kind Of Mood I'm In","No",FALSE,0.7,0.71,11,-3.979,"1",0.0337,0.208,0,0.0992,0.62,126.374,"4",211.227,14,71,2000,FALSE,FALSE,TRUE,TRUE
"Dave Matthews Band","I Did It","No",FALSE,0.578,0.86,2,-6.011,"1",0.0366,0.00582,0,0.246,0.512,108.051,"4",216.293,11,71,2001,TRUE,TRUE,FALSE,FALSE
"AC/DC","You Shook Me All Night Long","No",FALSE,0.529,0.768,7,-5.51,"1",0.0566,0.00224,0.00075,0.297,0.769,127.316,"4",210.88,16,35,1980,FALSE,FALSE,TRUE,TRUE
"Bay City Rollers","Yesterday's Hero","No",FALSE,0.515,0.944,11,-11.076,"1",0.104,0.11,0,0.402,0.247,137.401,"4",271.302,7,54,1976,TRUE,FALSE,FALSE,TRUE
"Adam Lambert","For Your Entertainment","No",FALSE,0.654,0.872,1,-3.824,"1",0.11,0.0411,0,0.0808,0.612,130.023,"4",215.16,2,61,2009,FALSE,FALSE,FALSE,TRUE
"Adam Lambert","Whataya Want from Me","No",FALSE,0.44,0.683,11,-4.732,"0",0.0489,0.00705999999999999,0,0.0593,0.445,185.948,"4",227.32,30,10,2010,TRUE,TRUE,TRUE,FALSE
"Adam Lambert","If I Had You","No",FALSE,0.648,0.908,4,-4.251,"0",0.108,0.0113,0,0.374,0.793,131.147,"4",228.24,20,30,2010,FALSE,FALSE,TRUE,TRUE
"Adam Lambert","Time for Miracles","No",FALSE,0.26,0.7,2,-3.58,"1",0.0312,0.00532,0,0.357,0.202,147.872,"4",282.813,1,50,2009,FALSE,FALSE,FALSE,TRUE
"10,000 Maniacs","What's the Matter Here?","No",FALSE,0.586,0.566,9,-16.305,"1",0.0398,0.011,0.000124,0.0741,0.585,99.98,"4",289.027,8,80,1988,FALSE,FALSE,TRUE,TRUE
"10,000 Maniacs","Like the Weather","No",FALSE,0.77,0.459,1,-17.453,"1",0.0416,0.112,0.00343,0.145,0.963,133.351,"4",236.653,8,68,1988,FALSE,TRUE,FALSE,FALSE
"England Dan & John Ford Coley","You Can't Dance","No",FALSE,0.673,0.664,9,-13.963,"1",0.108,0.0124,0,0.286,0.966,148.393,"4",179.613,8,49,1978,FALSE,TRUE,TRUE,FALSE
"Jagged Edge","Let's Get Married","No",FALSE,0.761,0.551,1,-7.931,"1",0.0604,0.157,0,0.119,0.892,109.813,"4",263.2,24,11,2000,FALSE,TRUE,TRUE,TRUE
"Madison Avenue","Don't Call Me Baby","No",FALSE,0.796,0.939,10,-7.328,"0",0.0374,0.0103,0.00737,0.277,0.954,124.482,"4",227.107,20,88,2000,FALSE,FALSE,TRUE,TRUE
"Bob Dylan","Leopard-Skin Pill-Box Hat","No",FALSE,0.572,0.593,2,-8.639,"1",0.0321,0.304,1.14e-06,0.106,0.968,97.475,"4",236.333,4,81,1967,FALSE,TRUE,FALSE,FALSE
"Meat Loaf","Two Out of Three Ain't Bad","No",FALSE,0.586,0.48,9,-9.138,"1",0.0243,0.385,0,0.0947,0.488,79.873,"4",324.44,23,11,1978,TRUE,TRUE,TRUE,FALSE
"Meat Loaf","Paradise By the Dashboard Light","No",FALSE,0.326,0.872,2,-7.602,"1",0.122,0.214,0,0.461,0.492,173.381,"4",508.333,10,39,1978,FALSE,FALSE,TRUE,TRUE
"Aerosmith","Draw The Line","No",FALSE,0.334,0.957,9,-8.351,"1",0.0491,0.0627,0.615,0.291,0.626,143.395,"4",203.893,11,42,1977,FALSE,FALSE,FALSE,TRUE
"Aerosmith","Kings And Queens","No",FALSE,0.347,0.553,5,-10.645,"0",0.0298,0.0347,0.00108,0.114,0.313,123.176,"4",295.133,5,70,1978,TRUE,TRUE,FALSE,FALSE
